,state,city,report_date,product_description,product_quantity,reason_for_recall,recalling_firm,recall_number
44,NY,Yonkers,20190206,"Nectarines sold as a bulk retail item, with PLU 3035 (white flesh nectarine) and 4378 (yellow flesh nectarine), and country of origin of Chile. The nectarines sold at Aldi are packaged in a two pound bag with EAN 7804650090298. The nectarines sold at Costco are packaged in a 4-pound plastic clamshell with the brand Rio Duero, EAN# 7804650090212.",3299 cartons (total for all products),Product may be contaminated with Listeria monocytogenes.,Jac Vandenberg Inc.,F-1052-2019
45,NC,Concord,20190227,DEMILL CHEESE ROMANO GRTD TUB¿,2,"The firm discovered that one of their coolers malfunctioned and the food was not held at an appropriate temperature.  Because the holding temperature could affect food safety, this food could be unsafe for consumption.",Sysco Charlotte,F-0984-2019
46,OR,Silverton,20190410,"Frozen IQF Strawberries packed in a flexible polybag. Each bag is 2 lbs (906.5g), 6 bags per case. UPC  is UPC: 0 22518 87710 3.      The label of 2 lb. bag is read in parts: ""***STRAWBERRIES***KEEP FROZEN***Net Weight 2 lbs. ***WILLAMETTE VALLEY FRUIT ***"".     The white adhesive label on the master case in read in parts: ""***STRAWBERRIES ***QTY: 6/2 LB POLY-BAGS***ITEM CODE 0 22518 87710 3 *** KEEP FROZEN***LOT#: 255 811***BB: 09112020***Willamette Valley Fruit Co packed for Willamette Valley Pie Company 1651 Eska Way, Silverton OR  97381***ORIGIN: USA***"".","1,448 cases (6/2 lb. bags per case)",Frozen IQF strawberries are recalled due to potential contamination with Hepatitis A virus.,"Willamette Valley Pie Company, LLC.",F-1229-2019
47,IL,Chicago,20190417,Commercial Breader Batter;  #22419 BATTER MX X2;  50 pound bag,"20,150 lbs",Corn flour which may contain small pieces of plastic.,Newly Weds Foods Inc,F-1262-2019
48,FL,Coconut Creek,20190227,"CTFO Weight Loss Oral Spray with pure CBD Hemp Oil isolate Dietary Supplement, 1oz/30ml.","1,011 units","Recalling firm's consignee conducted third party micro testing showing microbial contamination in specific lots of the following products: CTFO Sleep Support Oral Spray (Aspergillus), CTFO Pain Relief Oral Spray (total aerobic bacteria), and CTFO Weight Loss Oral Spray (Enterobacteriaceae).","Nutrafuels, Inc.",F-1047-2019
49,NY,Calverton,20190227,"SATUR FARMS BABY SPINACH  Retail product is packed in plastic clamshell containers with Satur Farms brand name:  5 oz, 10 oz, 16 oz  Food service product is packed in sealed poly bags:  2-1/2 lbs, 3#, 4#, 4 x 2.5#, 4 x 3#",17755.5 pounds (total for all products),Product may be contaminated with Salmonella.,Satur Farms LLC,F-0943-2019
50,TX,Austin,20190306,Hot Bar Item; Fresca Cauliflower Taco,3 units,Product potentially contaminated with Salmonella.,Whole Foods Market,F-1133-2019
51,NC,Concord,20190227,Majestic Blue CRAB MEAT CLAW PAST MEX,8,"The firm discovered that one of their coolers malfunctioned and the food was not held at an appropriate temperature.  Because the holding temperature could affect food safety, this food could be unsafe for consumption.",Sysco Charlotte,F-0989-2019
52,IA,West des Moines,20190213,"HyVee brand Lemon-flavored Bettercreme cheese cakes packaged in the following ways:    1) Lemon Bettercreme Cheesecake, Net Wt. 7 OZ, HyVee West Des Moines, IA UPC 02 82319 XXXXX packaged in clear plastic containers;    2) Lemon Bettercreme Cheesecake, Net Wt. 27 OZ, HyVee West Des Moines, IA 02 82320 XXXXX, packaged in clear plastic containers;","2,608 32 oz and other similar sizes; 4,367 8 oz and other similar sizes",Product contained an ingredient that tested positive for Salmonella.,Hy-Vee Stores Inc,F-0833-2019
53,WA,Shelton,20190410,"Host Defense MycoBotanicals Blood Sugar, dietary supplement, 500mg capsules, 60 ct per bottle, serving size 2 capsules per day.    UPC: 6 33422 70474 6 (distributed in US)  UPC: 8 22078 71303 9 (distributed in Canada)    The product is labeled in parts: ""***HOST DEFENSE MYCO BOTANICALS BLOOD SUGAR ***Made with Organic Mushroom Mycelium, Gymnema & Cinnamon, 60 Vegetarian Capsules Dietary Supplement***GLUTEN FREE*** Distributed by Fungi Perfecti, LLC PO BOX 7634 Olympia, WA 98507***.","11,042 bottles","Host Defense MycoBotanicals Blood Sugar, 60 ct. bottles, is recalled due to undeclared wheat.",Fungi Perfecti LLC,F-1231-2019
54,OR,Portland,20190102,"Sea Salt Caramels Tumbled In Milk Chocolate, Moonstruck brand.    The product sold in an individual resealable plastic bag, net wt. 4 oz.  The product is number is 312235 and the UPC code is 7 11175 12235 9.     The product also sold in cardboard box of 8/4 oz. bags.  The box has the SKU number 312235 and the UPC code 10711175122356.",600/4 oz. bags,The Sea Salt Caramels Tumbled In Milk Chocolate is recalled due to a potential to be contaminated with hazelnuts and the finished label does not declare hazelnuts.,Moonstruck Chocolate Company,F-0752-2019
55,FL,Hollywood,20190320,"DeliverLean Chicken Salad Hoagie, Net WT. 11.0 oz (311g)",8 units,USDA product sample taken (chicken salad) tested positive for Listeria monocytogenes.,"LEAN CULINARY SERVICES, LLC",F-1163-2019
56,OH,Cleveland,20190306,"Produce Packaging, Inc. Cauliflower, Steak 2/5 lb",10,Firm received notification from supplier of potential for contamination with E.coli.,Produce Packaging Inc,F-1081-2019
57,NC,Concord,20190227,Chicken of the Sea CRAB MEAT JMBO LUMP PSTRZD,4,"The firm discovered that one of their coolers malfunctioned and the food was not held at an appropriate temperature.  Because the holding temperature could affect food safety, this food could be unsafe for consumption.",Sysco Charlotte,F-0994-2019
58,MN,Minneapolis,20190213,"Gold Medal Unbleached All Purpose Flour.  Net Wt 5 lb. (2.26kg).  UPC 16000-19610.  Distributed By General Mills Sales, Inc., Minneapolis, MN  55440  Cook Before Sneaking a Taste.  Flour is Raw.  Please Cook Fully Before Enjoying.","89,571 units",Gold Medal Unbleached All Purpose 5 lb. flour is being recalled due to potential Salmonella contamination.,"General Mills, Inc",F-0844-2019
59,IL,Chicago,20190417,Commercial Breader Batter;  A99801 BREADER   X2;  50 pound bag,"2,850 lbs",Corn flour which may contain small pieces of plastic.,Newly Weds Foods Inc,F-1257-2019
60,KY,Lawrenceburg,20190403,1 lb salted combo modjeskas,4 lbs,Risk of Hepatitis A exposure.,"Bauer's Candies, Inc.",F-1202-2019
61,IL,Chicago,20190417,Commercial Breader Batter;  B95310 BREADER   X4;  35 pound bag,"12,600 lbs",Corn flour which may contain small pieces of plastic.,Newly Weds Foods Inc,F-1271-2019
62,,Guadalajara,20190102,"FLECHAZO 36 pieces Net Wt. 1 lb. 12.5 oz. packaged in a clear plastic jar, 6 jars per case",87 cases,Undeclared soy in candy,"Procesadora de Dulces Tipicos, S.A. de C.V.",F-0759-2019
63,CA,Gardena,20190306,"Ottogi Spicy Seafood flavor Udon Odongtong 5PK  1lb 5.16oz x 8pk  Item #32142410  Manufactured by: Ottogi Ramyon Co. Ltd.  Distributed by: Ottogi America, Inc. 1650 W. El Segundo Bl. Gardena, CA 90249","1,594,338 units",Undeclared allergen; egg.,Ottogi America Inc,F-1072-2019
64,NY,Maspeth,20190320,"JOY GOL-GAPPA (PANI PURI) MASALA CONCENTRATE, NET WT 8 OZ (228g), UPC: 6 80617 60414 5",unknown,Product contains undeclared sulfites.,JOY GOURMET FOODS LLC,F-1215-2019
65,WA,Spokane,20190213,"Roast Beef w/Pepper Jack is a sandwich made with Roast Beef, Pepper Jack Cheese, green leaf lettuce and a seasoned mayonnaise.    Roast Beef w/Pepper Jack, 7.7 oz, UPC 88694 79808, Northwest Cuisine Creations brand.",120 units,The sandwiches were made with green leaf and were recalled due to a potential to be contaminated with E. Coli O157:H7.,Spokane Produce Inc,F-0852-2019
66,NC,Concord,20190227,Packer Apple Red Slice & Grape Buddie,2,"The firm discovered that one of their coolers malfunctioned and the food was not held at an appropriate temperature.  Because the holding temperature could affect food safety, this food could be unsafe for consumption.",Sysco Charlotte,F-0946-2019
67,GA,Savannah,20190220,"Chef's Companion Chocolate Instant Pudding & Pie Filling, Net Wt. 24 OZ, Distributed By Diamond Crystal Brands, Inc. Savannah, GA, in paper pouches 12 per case.",153 cases,Recalled products were manufactured with an ingredient that is potentially contaminated with Salmonella.,"Diamond Crystal Brands, Inc.",F-0865-2019
68,WI,Lake Mills,20190220,"Almond Coconut Butter, packaged in 16 oz. plastic jars, UPC  66016-40188 Oskri, 528 E. Tyranena Park Rd, Lake Mills, WI 53551.      .","249,234 units",Sunflower and Tahini Butter has the potential to be contaminated with Listeria monocytogenes.    EXPANDED1/21/2019  Recall was expanded to include all Oskri manufactured butters due to potential Listeria monocytogenes contamination.,Oskri Corp.,F-0932-2019
69,GA,Savannah,20190220,"Gordon Choice, Vanilla Instant Pudding & Pie Filling, Net Wt. 24 OZ, For Distribution Exclusively by Gordon Food Service, Wyoming, MI in paper pouches, 12 per case.","1,497 cases",Recalled products were manufactured with an ingredient that is potentially contaminated with Salmonella.,"Diamond Crystal Brands, Inc.",F-0871-2019
70,NC,Concord,20190227,Dannon YOGURT VANILLA,37,"The firm discovered that one of their coolers malfunctioned and the food was not held at an appropriate temperature.  Because the holding temperature could affect food safety, this food could be unsafe for consumption.",Sysco Charlotte,F-1042-2019
71,TX,Austin,20190306,Smoked Turkey with Apple & Cheddar Sandwich packaged in plastic nonflexible containers,2 units,Product potentially contaminated with Salmonella.,Whole Foods Market,F-1108-2019
72,WA,Spokane,20190213,"-Washed and Packed Whole Green Lettuce Fillets, item # 80415, are packaged in 10 lbs. cases, foodservice item distributed without label.    -Washed and Packed Whole Green Lettuce Fillets, item # 80416, are packaged in 5 lbs. cases, foodservice item distributed without label.    -Green Lettuce Heads, item # 45611, 6 heads are packaged in a bag, distributed without label.",Green Lettuce Fillets (16/10 lb. cases and 11/5 lb. cases); Green Lettuce heads (36/6 ct. Bags),The green leaf lettuce fillets and heads are recalled due to a potential to be contaminated with E. Coli O157:H7.,Spokane Produce Inc,F-0847-2019
73,CO,Longmont,20190220,"Bundle Organics Bar Goji-Berry Cashew, 1.9 Oz snack bar, Ambient storage",2644 bars,Bundle Organics snack bars are recalled due to the presence of mold.,1908 Brands,F-0901-2019
74,NC,Concord,20190227,Sea Wings CRAB MEAT SPECIAL PAST ASIA,143,"The firm discovered that one of their coolers malfunctioned and the food was not held at an appropriate temperature.  Because the holding temperature could affect food safety, this food could be unsafe for consumption.",Sysco Charlotte,F-0998-2019
75,OH,Cleveland,20190306,"Produce Packaging, Inc. Cauliflower Floret 2/3 LB",35,Firm received notification from supplier of potential for contamination with E.coli.,Produce Packaging Inc,F-1082-2019
76,IL,Chicago,20190417,Commercial Breader Batter;  A85608 BATTER MX X3;  50 pound bag,"2,750 lbs",Corn flour which may contain small pieces of plastic.,Newly Weds Foods Inc,F-1251-2019
77,CA,Guadalupe,20190102,"Eat Smart Salad Shake Ups - Tropical Lime  5.5 oz. (156 g);  US UPC 7 09351-30179 7;    Product of USA    Distributed by Apio Inc., Guadalupe, Ca 93434",,Canadian Food Inspection Agency notified firm of positive finding Listeria Monocytogenes in several varieties of Eat Smart Single-Serve Salad Shake Ups.,"Apio, Inc.",
78,IA,West des Moines,20190213,"HyVee brand Salted Caramel-flavored Bettercreme cheese cakes packaged in the following ways:    1) Sea Salted Caramel Bettercreme Cheesecake, Net Wt. 7 OZ, HyVee West Des Moines, IA UPC 02 82325 XXXXX packaged in clear plastic containers;    2) Sea Salted Caramel Bettercreme Cheesecake, Net Wt. 27 OZ, HyVee West Des Moines, IA 02 82326 XXXXX, packaged in clear plastic containers;","2,608 32 oz and other similar sizes; 4,367 8 oz and other similar sizes",Product contained an ingredient that tested positive for Salmonella.,Hy-Vee Stores Inc,F-0830-2019
79,NC,Concord,20190227,Dannon	YOGURT PLAIN LOW FAT,48,"The firm discovered that one of their coolers malfunctioned and the food was not held at an appropriate temperature.  Because the holding temperature could affect food safety, this food could be unsafe for consumption.",Sysco Charlotte,F-1033-2019
80,NC,Concord,20190227,DEMILL CHEESE PARMESAN GRATE IMP¿,2,"The firm discovered that one of their coolers malfunctioned and the food was not held at an appropriate temperature.  Because the holding temperature could affect food safety, this food could be unsafe for consumption.",Sysco Charlotte,F-0980-2019
81,WI,Lake Mills,20190220,"Organic Sunflower Butter, Net Wt. 16 oz. (453g)  Packaged under the following brand names:    1.  Thrive Market, UPC 71635-70482.  Manufactured for:  Thrive Market - 4509 Glencoe Ave, Marina Del Rey, CA  90292.    2.  Oskri, UPC 66016-40129  Oskri, 528 E. Tyranena Park Rd, Lake Mills, WI  53551",1802 units,Sunflower and Tahini Butter has the potential to be contaminated with Listeria monocytogenes.    EXPANDED1/21/2019  Recall was expanded to include all Oskri manufactured butters due to potential Listeria monocytogenes contamination.,Oskri Corp.,F-0915-2019
82,IL,Chicago,20190417,Commercial Breader Batter;  B93950 BREADER   X1;      50 pound bag,"2,600 lbs",Corn flour which may contain small pieces of plastic.,Newly Weds Foods Inc,F-1269-2019
83,MI,Grand Rapids,20190313,Meijer Ultimate Chocolate Mint Chip Cookie   Cookies in clear plastic clamshell  12 count UPC 4125014563   20 count UPC 4125014564,12-count containers: 685; 20-count containers: 949,Undeclared soy,Meijer,F-1143-2019
84,TX,Austin,20190306,Turkey with Spinach & Feta Sandwich packaged in plastic nonflexible containers,19 units,Product potentially contaminated with Salmonella.,Whole Foods Market,F-1110-2019
85,GA,Gainesville,20190417,"Nic's Peeled Pearls 20lb. Salad Grade Hard-Boiled Eggs NET WT. WHEN PACKED 20lbs Manufactured By: Almark Foods Gainesville, GA 30504 1.800.849.EGGS",43 pails,FDA notified the firm of positive test results for Listeria monocytogenes found in the firm.,Almark Foods Inc,F-1273-2019
86,OH,Cincinnati,20190403,"Quinoa, 16 oz plastic package","29,392-16 oz bags (3,674 cases/8 bags per case)",Possible contamination with pesticide,The Kroger Company,
87,NY,Maspeth,20190320,"JOY Coriander Chutney NET WT 8 OZ (228g), UPC:6 80617 60402 2 and NET WT 26 OZ (737g), UPC: 6 80617 60401 5",unknown,Product contains undeclared sulfites.,JOY GOURMET FOODS LLC,F-1220-2019
88,TX,Austin,20190306,Hot Bar Item; Cilantro Lime Rice,21.58 units,Product potentially contaminated with Salmonella.,Whole Foods Market,F-1135-2019
89,WA,Spokane,20190213,"Club Sandwich is a Kaiser roll made with Turkey, Ham, Roast Beef, American Cheese, green leaf and seasoned mayonnaise.    Club Sandwich, 6.5 oz, UPC 88694 79809, Northwest Cuisine Creations brand.  Club Sandwich, 6.5 oz, UPC 88694 79809, Fresh & Local, brand.",257 units,The sandwiches were made with green leaf and were recalled due to a potential to be contaminated with E. Coli O157:H7.,Spokane Produce Inc,F-0853-2019
90,NC,Concord,20190227,Wholesome Farms Classic CREAMER COFFEE WHITENR CUP ESL,50,"The firm discovered that one of their coolers malfunctioned and the food was not held at an appropriate temperature.  Because the holding temperature could affect food safety, this food could be unsafe for consumption.",Sysco Charlotte,F-1004-2019
91,IL,Chicago,20190220,"RXBAR: Maple Sea Salt, 1.83 oz bars, single bar, 2-count carton, 4-count carton","75,695,266 Individually wrapped bars",Chicago Bar Company LLC d/b/a RXBAR is voluntary recalling certain varieties of bars due to undeclared allergen peanut.,CHICAGO BAR COMPANY LLC RXBAR,F-0886-2019
