,state,city,report_date,product_description,product_quantity,reason_for_recall,recalling_firm,recall_number
70,CA,Fremont,20120926,"Pau D'Arco Bark C/S;  Distributed by San Francisco Herb and Natural Food Co.  Fremont, Ca.",xx,CA Department of Public Health inspectors found a pervasive infestation of mice in the facility.,San Francisco Herb & Natural Food Company,F-2309-2012
71,WI,Milwaukee,20120919,"German Potato Salads packaged under the following brand, dip name, container size, and UPC number:    1.  Copperwood Kitchens German Potato Salad, 5 lbs., 8 11839 01033 3;     2.  Garden-Fresh German Potato Salad, 16 oz., 0 11596 14017 9 ,3 lbs., 0 11596 34319 8 , 5 lbs., 0 11596 91020 8  3. Grandpa's German Potato Salad, 5 lbs., 0 11596 91023 9",,"Recalled salads, slaw, salsa, bean and dips contained onions that were recalled by Gills Onions due to potential Listeria monocytogenes contamination.","Garden-Fresh Foods, Inc.",F-2176-2012
72,ND,Fargo,20120905,"Cass-Clay, BUTTER PECAN,  3 Gallon (11.34 L)",,Cass-Clay Creamery is voluntarily recalling a number of ice cream products because they may contain undeclared soy lecithin.,Cass Clay Creamery AMPI Fargo Division,F-2063-2012
73,NJ,Swedesboro,20120919,"Wawa red grapes Net Wt 3 OZ (85g) Distributed by: Wawa, Inc. Wawa, PA 19063 wawa.com  On or before August 13; UPC 2619102518",11846 cases,The products are contaminated with Listeria monocytogenes.,"Missa Bay, LLC",F-2287-2012
74,AR,Prescott,20120829,"Peach Pies    Case Label (side 1) 24 COUNT FRAGILE FLYWHEEL'S PIES PRESCOTT, AR Ingredients:  Cocoa, Coconut, Sugar, Butter, Vanilla, Cornstarch, Eggs    Case Label (side 2) 24 COUNT FRAGILE FLYWHEEL'S PIES PRESCOTT, AR Ingredients:  Fruit, Sugar, Butter, Almond, Salt    Pie Label:  Peach",,"Undeclared soy lecithin, partially hydrogenated soybean oil and wheat.",Flywheel's Pies,F-1953-2012
75,NJ,Swedesboro,20120919,"Ready Pac super fruit medley Net Wt 10.5 OZ (298g)  Dist. by Ready Pac Foods, Inc., Irwindale, CA 91706 USA 1-800-800-7822 www.readypac.com  On or before August 16; UPC 7774523746","264,662 cases and 296,224 individually distributed units (total)",The products are contaminated with Listeria monocytogenes.,"Missa Bay, LLC",F-2276-2012
76,PA,Gordonville,20121010,"Sadie's Salads Macaroni Salad, 5 lb, 10 lb and 30 lb plastic tubs",Unknown,"Product labeling fails to declare allergens (wheat, soybean oil, FD&C Yellow #5) contained in the macaroni, salad dressing and pickle relish used as sub-ingredients",Sadie's Salads,F-2446-2012
77,NJ,Bloomfield,20120627,"Reese Petite Smoked Oysters.  Distributed by: World Finer Foods, Inc. Bloomfield, NJ 07003 USA.  Product of Korea, UPC 70670-00575.",950 cases,"According to information published by the FDA:  Because of inadequate sanitation controls, the molluscan shellfish harvested from Korean waters may have been exposed to human fecal waste and have the potential to be contaminated with a norovirus.","World Finer Foods, Inc.",F-1452-2012
78,NM,Portales,20121031,"Sun Harvest Organic Crunchy Peanut Butter, 16 oz, UPC 646670304330.","1,744 x 16 oz","Sunland, Inc. is conducting a voluntary limited recall of its Almond, Peanut, and Cashew Butter products and Tahini and Roasted Blanched Peanut Products, manufactured between May 1, 2010 and September 24, 2012, because these products may be contaminated with Salmonella.","Sunland, Incorporated",F-0462-2013
79,NM,Portales,20121031,"Sunland Creamy No Stir Peanut Butter, 5 lbs, UPC 4868786704, and 500 lb, UPC 086527. Produced by Sunland Inc, Portales, NM 88130.",843 x 6 x 5 lb; 5 x 500 lb,"Sunland, Inc. is conducting a voluntary limited recall of its Almond, Peanut, and Cashew Butter products and Tahini and Roasted Blanched Peanut Products, manufactured between May 1, 2010 and September 24, 2012, because these products may be contaminated with Salmonella.","Sunland, Incorporated",F-0379-2013
80,CA,Sacramento,20120718,"Banner Mountain Sprouts; Sprout Salad:  Alfalfa, Peas, Garbanzo, Adzuki, Lentil, Clover, Radish;   California Certified Organic Sprouts.  100% certified organic seeds used.  Sacramento, Ca 95820.    Net Wt. 4 oz; Rinse and Eat; Perishable, Keep refrigerated.  UPC  4 oz size: 0- 96911 72846 1;",,USDA MDP Sampling found a positive result for Salmonella in Alfalfa Sprouts grown by Banner Mountain Sprouts.,Banner Mountain Sprouts Inc,F-1762-2012
81,MI,Detroit,20120711,TORTUGAS (MEXICAN SWEET BREAD) IMPORTED BY EL CHARRO MEXICANTOWN BAKERY DETROIT MI 48210 4.0oz,4 products (Canada distribution only),The firm recalled 26 products for undeclared allergens. This product was recalled due to undeclared YELLOW #6.,Mexicantown Wholesale,F-1700-2012
82,NM,Portales,20121031,"Sprouts Tahini Butter, 16 oz, UPC 874875004322.",504 x 16 oz,"Sunland, Inc. is conducting a voluntary limited recall of its Almond, Peanut, and Cashew Butter products and Tahini and Roasted Blanched Peanut Products, manufactured between May 1, 2010 and September 24, 2012, because these products may be contaminated with Salmonella.","Sunland, Incorporated",F-0454-2013
83,CA,Carlsbad,20120815,"Designer Whey Strawberry, 2lbs, Item#10200137, 4 units/case.  UPC 8-44334-00137-7.",6366 units total,"The recall was initiated because Designer Protein has confirmed that Designer Whey 2lb Protein Powder  products claim gluten free, and lab results from the Canadian Food Inspection Agency (CFIA) found the products to contain gluten.",Designer Protein LLC,F-1928-2012
84,NJ,Norwood,20120711,"Smoked Oysters: 1) Empress Smoked Oysters In Cottonseed Oil, NET WT 3.75 OZ.  Distributed By Mitsui Foods Inc. Norwood NJ 07648 Product of Korea, UPC7360000713.  2) Premium Quality Private Selection Smoked Oysters In Cottonseed Oil, NET WT 3.75 OZ.  Distributed By Mitsui Foods Inc. Norwood NJ 07648 Product of Korea.  Farm Raised, UPC 111081484.","Private Select brand products: 77,437 cases; Empress 20,074","As of May 1, Korean shellfish imports have been blocked by the United States because Korean waters may have been polluted.  FDA said that all Korean certified shippers of molluscan shellfish were removed from the Interstate Certified Shellfish Shippers List.  Therefore, FDA said that food distributors, retailers and food service operators should ""remove from sale or service, all fresh, frozen and",Mitsui Foods Inc,F-1716-2012
85,CA,Oxnard,20120627,"Diced Red Onions, 7oz clear plastic clamshell labeled Gills Onions with the May 17, 2012 use by date,      United States UPC 6 43550 00041 2.    Fresh Diced Red Onions, Oignons rouges frais, en des, 198 grams, Canadian UPC 6 43550 00045 0.","2,360 lbs total","The recall was initiated because Gills Onions, LLC  was informed by FDA of lab results from the Canadian Food Inspection Agency that diced red onions with lot # 51RDA1A2119 may be contaminated with Listeria monocytogenes.","Gills Onions, LLC",F-1539-2012
86,MI,Clinton,20120905,BUSCHS QUESADILLA CHICKEN BM                           1 EA,209,Our product was recalled because one of the ingredients used was subject to the Gills Onion 07/25/2012 onion recall .  That ingredient was sold to us from Sysco Detroit.,"Busch's, Inc. - Central Production Facility",F-2088-2012
87,IN,Michigan City,20121226,"#828 Cook's Delight Shrimp Base, Net Weight 30 Pounds; 5 Pounds, Packed by Integrative Flavors, Michigan City, Indian",227 lbs.,"The ingredient label did not identify the source of butter and cream ingredient as milk, an allergen.  Consumers with a milk allergy run the risk of serious or life-threatening allergic reaction if they consume these products.",Williams West & Witt's Products Company,F-0841-2013
88,AR,Prescott,20120829,"Blackberry Pies    Case Label (side 1) 24 COUNT FRAGILE FLYWHEEL'S PIES PRESCOTT, AR Ingredients:  Cocoa, Coconut, Sugar, Butter, Vanilla, Cornstarch, Eggs    Case Label (side 2) 24 COUNT FRAGILE FLYWHEEL'S PIES PRESCOTT, AR Ingredients:  Fruit, Sugar, Butter, Almond, Salt",,Undeclared partially hydrogenated soybean oil and wheat.,Flywheel's Pies,F-1964-2012
89,MI,Grand Rapids,20121024,#762 Salad - Large Garden Fresh	3/4 pounds  #761 Salad - Small Garden Fresh   3 oz.,1) 832; 2) 668,"During an FDA inspection, microbiological swabs were collected and the results found that 21 sub samples in zones 1, 2 & 3 are positive for Listeria Monocytogenes (L.M.), Listeria innocua (L.I.) or Listeria seeligeri (L.S.).  The firm is voluntarily recalling all products manufactured from August 20th to September 10th 2012 due to the possible contamination.  All lots with sell by dates on or befo",Spartan Central Kitchen,F-0160-2013
90,NM,Portales,20121031,"Sunland Valencia Organic Creamy Peanut Butter, 10 oz UPC 48687328130.",857 x 10 oz,"Sunland, Inc. is conducting a voluntary limited recall of its Almond, Peanut, and Cashew Butter products and Tahini and Roasted Blanched Peanut Products, manufactured between May 1, 2010 and September 24, 2012, because these products may be contaminated with Salmonella.","Sunland, Incorporated",F-0503-2013
91,PR,Bayamon,20120627,"""***Queso del Pais***TRIDAS***Pasta y Queso ""Guayaba""***""",300 units,PR State Department sampling found  positive results for Clostridium Clostridioforme,"Pr Supplies Co., Inc.",F-1458-2012
92,IN,Michigan City,20121226,"#425N  Primarque Fish Base, Net Weight 50 Pounds (22.68 kg) Packed for Primarque Products, Worcester, MA 01610",250 LBS.,"The ingredient label did not identify the source of butter and cream ingredient as milk, an allergen.  Consumers with a milk allergy run the risk of serious or life-threatening allergic reaction if they consume these products.",Williams West & Witt's Products Company,F-0837-2013
93,CA,East Rancho Dominguez,20121128,"Salted in-shell Peanuts under the following.    Salted in Shell PeanutsGless Ranch Label, Item Number 450-175, Pack Size 24/12 oz bags, UPC Code 72488980310.    Salted in Shell PeanutsSun Harvest Label, Item Number 450-248, Pack Size 24/16 oz bags, UPC Code 646670306785.    Salted in-shell Peanuts, Item Number 450-195, 50 lb Bulk Bag, UPC Code none.    Salted in-shell PeanutsTorn and Glasser bulk case, Item Number 450-185,  25 lb Bulk Case, UPC Code none.    Salted in-shell PeanutsTorn and Glasser retail label, Item Number 450-245, Pack Size 24/1 lb, UPC Code 72488858664.    Salted in Shell PeanutsSprouts label, Item Number SP450-185, Pack Size 25 lb case/12bags, UPC Code 206561XXXXXX (last 6numbers change for each package -random weight).",9803 units,"Torn and Glasser, Inc of Los Angeles, CA 90021 is voluntarily recalling Salted in-shell product (packaged after November 9, 2011), and one lot of Organic Peanut Butter (packaged January 13, 2012) because they contain recalled peanuts and peanut butter received from Sunland, Inc., and have the potential to be contaminated with Salmonella,",Torn & Glasser Inc.,F-0707-2013
94,MN,St Paul Park,20120620,"Country Fresh Ovens Cheese Coffee Cake, Net Wt 5 oz (142g).  Dist. by Country Fresh Ovens, St. Paul Park, MN  55071",Unknown,"Recent label audits show that the Country Fresh Ovens Cheese Coffee Cake contain an undeclared allergen, milk.",Super Mom's,F-1420-2012
95,FL,Miami,20121003,"***Dulce De Leche ""Del Campo""***Ice Cream ""Base"" (Flavor)***FB 23546***Mfg. Date***Keep Refrigerated at 40*f***Lot#***Net Wt 55 LBS***Indalco Food Corp., Miami, FLA (305) 620 1444***    Caramel milk spread is packed in white plastic pails of 55 lbs. under the firm's brand name ""Del Campo"".",23/ 55 lbs. pails,"On June 28, 2011, Indalco Foods, Corp., Miami, FL initiated a voluntary recall of their product caramel milk spread ice cream base (dulce de leche heladero).  Product labeling does not list Milk.",Indalco Foods Corp.,F-2391-2012
96,FL,Ft Lauderdale,20120919,"Gills Onions were used in this product.     The Thousand Island Potato Salad is sold at the chef's case, self serve counter, or packaged.It is also sold as ""Family Sized Savings Thousand Island Potato Salad"".    Packaged product is labeled as listed below:    ""***WHOLE FOODS MARKET***THOUSAND ISLAND POTATO SALAD***POTATOES, CAGE-FREE HARD COOKED EGGS (EGGS, WATER, CITRIC ACID), THOUSAND ISLAND DRESSING....***""",UNKNOWN,"Whole Foods Market in Florida recalled certain fresh food items sold in the prepared foods department and one item in the seafood department as they could of been made using raw yellow onions processed by Gill Onions, LLC. Gill Onions, LLC initiated a recall on their product due to possible Listeria monocytogenes contamination.",Ron Stockman Whole Foods,F-2139-2012
97,CA,Sacramento,20120815,"Pacific Coast brand Pizza Stuffed Mushrooms, 8 oz package.   Manufactured by GH Foods CA LLC,  Rancho Cordova, CA.",xx,GH Foods CA received notification from Gills onions of a recall of onions due to Listeria Monocytogenes. GH Foods used the recalled onions in numerous product.,GH Foods CA LLC,F-1912-2012
98,CA,Salinas,20120815,"The Farmers Market brand ColeSlaw Kit, 11 oz bag, UPC:  30034-99829; Product is a salad item; bagged in clear polyethylene film (foodservice) and polypropylene/polyethylene (retail). Refrigerate and consume within Best By date. Product is processed and packaged by River Ranch Fresh Foods, LLC, Salinas, CA",,"River Ranch was notified that two separate samples of products pulled by the FDA which were produced by River Ranch, tested positive for Listeria monocytogenes.",River Ranch Fresh Foods  LLC,F-1586-2012
0,TX,Austin,20130116,"Kentucky Bleu cheese was sold in the Louisville, KY, Whole Foods Market store, and was cut and packaged in clear plastic wrap. It was sold with a Whole Foods Market scale label reading 'Kenny's Farmhouse Cheese KY BL&amp;amp;amp;amp;amp;amp;amp;quot;.",1.21 lbs,"Whole Foods Market announces that it is recalling &amp;amp;amp;amp;amp;amp;amp;amp;quot;Kenny's Farmhouse Cheese KY BL&amp;amp;amp;amp;amp;amp;amp;amp;quot; sold in its Louisville, KY store and &amp;amp;amp;amp;amp;amp;amp;amp;quot;Blue Kentucky Rose Kenny's&amp;amp;amp;amp;amp;amp;amp;amp;quot; cheese sold in its Nashville, TN store. These cheeses are being recalled because they have the potentia","Whole Foods Market Brand 365, Llc",F-0868-2013
1,WI,Milwaukee,20131225,"Dairy Fresh, Homemade Dixie Cole Slaw,2/5 lb.,	0 70163 55890 8,	12/8/2013;","919,616.31 total pounds, for all products","Garden-Fresh Foods is recalling various cut vegetables,  ready-to-eat salads, slaw, spread and dip products sold under various brands and code dates manufactured prior to November 06, 2013  because they may be contaminated with Listeria monocytogenes.","Garden-Fresh Foods, Inc.",F-0965-2014
2,WI,Milwaukee,20131211,"Finest Traditions Rigatoni Pasta Salad, Product Code 10 733147 10148 0, 1/8 lb","1,159,754.46 total pounds, for all varieties","Garden-Fresh Foods is recalling various ready-to-eat salads, slaw, and dip products sold under various brands and codes because they may be contaminated with Listeria monocytogenes.","Garden-Fresh Foods, Inc.",F-0560-2014
3,WI,Milwaukee,20131225,"Garden-Fresh, Genoa Chopped Salad Kit, 1/7.95 lb.	,0 11596 73037 0	11/9/2013 - 11/12/2013","919,616.31 total pounds, for all products","Garden-Fresh Foods is recalling various cut vegetables,  ready-to-eat salads, slaw, spread and dip products sold under various brands and code dates manufactured prior to November 06, 2013  because they may be contaminated with Listeria monocytogenes.","Garden-Fresh Foods, Inc.",F-0955-2014
4,NM,Santa Fe,20131225,"Senor Murphy Santa Fe Candymaker Chile Pistachio Bark  , 2.5 oz and 1 lb.  Handmade with dark chocolate (sugar, chocolate liquor processed with alkali, cocoa butter, milk fat, soy lecithin - an emulsifier, natural flavors), pistachios, chile, salt.",670,"Senor Murphy Candymaker is recalling Pecan Bueno, Cashew Crunch, Chile Pistachio Bark, Chocolate Pretzels, Chile Peanuts, Pinon Brittle, Peanut Brittle, and Chile Peanut Brittle due to undeclared allergens.","Senor Murphy Candymaker, LLC",F-1125-2014
5,NV,Reno,20131127,"Pro Thera Dual Detox Dietary Supplement; 60 capsules;    Chlorella - 500 mg;  Broccoli Sprout, dried extract - 60 mg;  Enzyme Blend - supplying Beta-Glucanase, Cellulase, Protease, Hemicellulase, Phytase and Xylanase    Manufactured by ProThera, Reno, NV,","54, 503 capsules",Firm was notified by supplier of the enzyme Xylanase that it was contaminated with chloramphenicol.,"ProThera, Inc.",F-0180-2014
